npm verbose cli C:\Program Files\nodejs\node.exe C:\Program Files\nodejs\node_modules\npm\bin\npm-cli.js
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-new-target 121ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-named-capturing-groups-regex 127ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-numeric-separator 122ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-nullish-coalescing-operator 127ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-object-rest-spread 123ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-object-super 123ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-optional-catch-binding 124ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-parameters 122ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-optional-chaining 128ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-private-methods 123ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-private-property-in-object 120ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-property-literals 119ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-regenerator 120ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-reserved-words 54ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-shorthand-properties 57ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-regexp-modifiers 66ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-spread 63ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-template-literals 56ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-sticky-regex 60ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-typeof-symbol 63ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-unicode-escapes 62ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-unicode-regex 61ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-unicode-property-regex 68ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-unicode-sets-regex 67ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fpreset-modules 66ms (cache hit)
npm http cache https://registry.npmmirror.com/core-js-compat 68ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fparser 60ms (cache hit)
npm http cache https://registry.npmmirror.com/@types%2fnode 89ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-proposal-nullish-coalescing-operator 172ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-syntax-dynamic-import 171ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fpreset-flow 166ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-syntax-optional-chaining 173ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fparser 163ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2ftypes 175ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2ftraverse 182ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2ftraverse 189ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2ftypes 195ms (cache hit)
npm http cache https://registry.npmmirror.com/@jest%2ftransform 199ms (cache hit)
npm http cache https://registry.npmmirror.com/@types%2fbabel__core 199ms (cache hit)
npm http cache https://registry.npmmirror.com/babel-plugin-istanbul 238ms (cache hit)
npm http cache https://registry.npmmirror.com/babel-preset-jest 142ms (cache hit)
npm http cache https://registry.npmmirror.com/babylon 137ms (cache hit)
npm http cache https://registry.npmmirror.com/graceful-fs 152ms (cache hit)
npm http cache https://registry.npmmirror.com/date-fns 159ms (cache hit)
npm http cache https://registry.npmmirror.com/@esbuild%2flinux-loong64 209ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild-android-64 208ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild-android-arm64 210ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild-darwin-64 209ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild-darwin-arm64 198ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild-freebsd-64 201ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild-freebsd-arm64 199ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild-linux-32 215ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild-linux-64 191ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild-linux-arm 189ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild-linux-arm64 193ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild-linux-mips64le 193ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild-linux-riscv64 130ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild-linux-ppc64le 146ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild-linux-s390x 139ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild-netbsd-64 138ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild-openbsd-64 136ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild-sunos-64 129ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild-windows-32 128ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild-windows-64 128ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild-windows-arm64 122ms (cache hit)
npm http cache https://registry.npmmirror.com/progress 131ms (cache hit)
npm http cache https://registry.npmmirror.com/flow-remove-types 150ms (cache hit)
npm http cache https://registry.npmmirror.com/string-natural-compare 129ms (cache hit)
npm http cache https://registry.npmmirror.com/table 151ms (cache hit)
npm http cache https://registry.npmmirror.com/@rtsao%2fscc 148ms (cache hit)
npm http cache https://registry.npmmirror.com/array.prototype.findlastindex 135ms (cache hit)
npm http cache https://registry.npmmirror.com/array-includes 142ms (cache hit)
npm http cache https://registry.npmmirror.com/array.prototype.flatmap 136ms (cache hit)
npm http cache https://registry.npmmirror.com/array.prototype.flat 144ms (cache hit)
npm http cache https://registry.npmmirror.com/eslint-module-utils 132ms (cache hit)
npm http cache https://registry.npmmirror.com/eslint-import-resolver-node 145ms (cache hit)
npm http cache https://registry.npmmirror.com/hasown 140ms (cache hit)
npm http cache https://registry.npmmirror.com/is-core-module 139ms (cache hit)
npm http cache https://registry.npmmirror.com/object.groupby 114ms (cache hit)
npm http cache https://registry.npmmirror.com/object.fromentries 135ms (cache hit)
npm http cache https://registry.npmmirror.com/object.values 131ms (cache hit)
npm http cache https://registry.npmmirror.com/string.prototype.trimend 114ms (cache hit)
npm http cache https://registry.npmmirror.com/tsconfig-paths 112ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild-register 105ms (cache hit)
npm http cache https://registry.npmmirror.com/eslint-rule-composer 118ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild-node-loader 116ms (cache hit)
npm http cache https://registry.npmmirror.com/import-meta-resolve 113ms (cache hit)
npm http cache https://registry.npmmirror.com/kefir 110ms (cache hit)
npm http cache https://registry.npmmirror.com/jest-cli 116ms (cache hit)
npm http cache https://registry.npmmirror.com/@jest%2ffake-timers 128ms (cache hit)
npm http cache https://registry.npmmirror.com/jest-util 129ms (cache hit)
npm http cache https://registry.npmmirror.com/cwd 149ms (cache hit)
npm http cache https://registry.npmmirror.com/merge-deep 143ms (cache hit)
npm http cache https://registry.npmmirror.com/jest-dev-server 154ms (cache hit)
npm http cache https://registry.npmmirror.com/glur 151ms (cache hit)
npm http cache https://registry.npmmirror.com/pixelmatch 155ms (cache hit)
npm http cache https://registry.npmmirror.com/pngjs 157ms (cache hit)
npm http cache https://registry.npmmirror.com/expect-puppeteer 155ms (cache hit)
npm http cache https://registry.npmmirror.com/ssim.js 164ms (cache hit)
npm http cache https://registry.npmmirror.com/fromentries 169ms (cache hit)
npm http cache https://registry.npmmirror.com/extract-zip 143ms (cache hit)
npm http cache https://registry.npmmirror.com/node-fetch 146ms (cache hit)
npm http cache https://registry.npmmirror.com/devtools-protocol 186ms (cache hit)
npm http cache https://registry.npmmirror.com/pkg-dir 193ms (cache hit)
npm http cache https://registry.npmmirror.com/tar-fs 192ms (cache hit)
npm http cache https://registry.npmmirror.com/unbzip2-stream 195ms (cache hit)
npm http cache https://registry.npmmirror.com/proxy-from-env 216ms (cache hit)
npm http cache https://registry.npmmirror.com/jsonc-parser 185ms (cache hit)
npm http cache https://registry.npmmirror.com/joycon 194ms (cache hit)
npm http cache https://registry.npmmirror.com/es-module-lexer 204ms (cache hit)
npm http cache https://registry.npmmirror.com/commenting 195ms (cache hit)
npm http cache https://registry.npmmirror.com/moment 188ms (cache hit)
npm http cache https://registry.npmmirror.com/spdx-expression-validate 185ms (cache hit)
npm http cache https://registry.npmmirror.com/package-name-regex 192ms (cache hit)
npm http cache https://registry.npmmirror.com/spdx-satisfies 175ms (cache hit)
npm http cache https://registry.npmmirror.com/open 137ms (cache hit)
npm http cache https://registry.npmmirror.com/source-map 167ms (cache hit)
npm http cache https://registry.npmmirror.com/@zeit%2fschemas 123ms (cache hit)
npm http cache https://registry.npmmirror.com/ajv 125ms (cache hit)
npm http cache https://registry.npmmirror.com/boxen 142ms (cache hit)
npm http cache https://registry.npmmirror.com/compression 138ms (cache hit)
npm http cache https://registry.npmmirror.com/update-check 133ms (cache hit)
npm http cache https://registry.npmmirror.com/clipboardy 150ms (cache hit)
npm http cache https://registry.npmmirror.com/serve-handler 145ms (cache hit)
npm http cache https://registry.npmmirror.com/@vitest%2fcoverage-v8 28ms (cache hit)
npm http cache https://registry.npmmirror.com/tsx 21ms (cache hit)
npm http cache https://registry.npmmirror.com/vitest 29ms (cache hit)
npm http cache https://registry.npmmirror.com/ast-v8-to-istanbul 26ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/@ajv-validator%2fconfig 114ms (cache miss)
npm http cache https://registry.npmmirror.com/@types%2fnode 65ms (cache hit)
npm http cache https://registry.npmmirror.com/@typescript-eslint%2feslint-plugin 65ms (cache hit)
npm http cache https://registry.npmmirror.com/@typescript-eslint%2fparser 51ms (cache hit)
npm http cache https://registry.npmmirror.com/ajv-formats 17ms (cache hit)
npm http cache https://registry.npmmirror.com/eslint 23ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/json-schema-test 111ms (cache miss)
npm http cache https://registry.npmmirror.com/ts-jest 24ms (cache hit)
npm http cache https://registry.npmmirror.com/typescript 71ms (cache hit)
npm http cache https://registry.npmmirror.com/@typescript-eslint%2fexperimental-utils 69ms (cache hit)
npm http cache https://registry.npmmirror.com/@typescript-eslint%2ftypes 144ms (cache hit)
npm http cache https://registry.npmmirror.com/please-upgrade-node 230ms (cache hit)
npm http cache https://registry.npmmirror.com/@typescript-eslint%2ftypescript-estree 263ms (cache hit)
npm http cache https://registry.npmmirror.com/@typescript-eslint%2fexperimental-utils 451ms (cache hit)
npm http cache https://registry.npmmirror.com/ajv 510ms (cache hit)
npm http cache https://registry.npmmirror.com/compare-versions 521ms (cache hit)
npm http cache https://registry.npmmirror.com/pretty-format 533ms (cache hit)
npm http cache https://registry.npmmirror.com/dedent 533ms (cache hit)
npm http cache https://registry.npmmirror.com/please-upgrade-node 447ms (cache hit)
npm http cache https://registry.npmmirror.com/buffer-from 138ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/which-pm-runs 564ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@types%2feslint-visitor-keys 576ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/opencollective-postinstall 570ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/find-versions 571ms (cache miss)
npm http cache https://registry.npmmirror.com/stringify-object 343ms (cache hit)
npm http cache https://registry.npmmirror.com/bs-logger 342ms (cache hit)
npm http cache https://registry.npmmirror.com/fast-json-stable-stringify 78ms (cache hit)
npm http cache https://registry.npmmirror.com/json5 64ms (cache hit)
npm http cache https://registry.npmmirror.com/lodash.isequal 17ms (cache hit)
npm http cache https://registry.npmmirror.com/eslint 26ms (cache hit)
npm http cache https://registry.npmmirror.com/lodash.mergewith 39ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/xo-init 118ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/svg-term-cli 105ms (cache miss)
npm http cache https://registry.npmmirror.com/svgo 24ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/command-exists 75ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/plist 113ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/macos-app-config 116ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/term-schemes 115ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/svg-term 116ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/tempy 121ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/guess-terminal 194ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@marionebl%2fsander 207ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/codecov 93ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/cracks 108ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/cz-conventional-changelog 65ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/ghooks 102ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/istanbul 97ms (cache miss)
npm http cache https://registry.npmmirror.com/mocha 15ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/mocha-lcov-reporter 94ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/mockery 62ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/semantic-release 97ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/validate-commit-msg 97ms (cache miss)
npm http cache https://registry.npmmirror.com/right-pad 19ms (cache hit)
npm http cache https://registry.npmmirror.com/word-wrap 20ms (cache hit)
npm http cache https://registry.npmmirror.com/abbrev 7ms (cache hit)
npm http cache https://registry.npmmirror.com/esprima 9ms (cache hit)
npm http cache https://registry.npmmirror.com/fileset 7ms (cache hit)
npm http cache https://registry.npmmirror.com/handlebars 10ms (cache hit)
npm http cache https://registry.npmmirror.com/nopt 10ms (cache hit)
npm http cache https://registry.npmmirror.com/once 8ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/conventional-commit-types 116ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/longest 119ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/findup 121ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/pad-right 125ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/manage-path 123ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/git-refs 129ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/execSync 131ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/lodash.clone 129ms (cache miss)
npm http cache https://registry.npmmirror.com/wordwrap 50ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/urlgrey 142ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/opt-cli 122ms (cache miss)
npm http cache https://registry.npmmirror.com/@semantic-release%2ferror 22ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/argv 167ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@semantic-release%2fcommit-analyzer 66ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/git-head 70ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/nerf-dart 71ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/to-iso-string 102ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/npmconf 83ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/npmlog 77ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/github 94ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@semantic-release%2frelease-notes-generator 107ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@semantic-release%2flast-release-npm 112ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/parse-github-repo-url 77ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/jade 127ms (cache miss)
npm http cache https://registry.npmmirror.com/find-parent-dir 28ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/require-relative 67ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@semantic-release%2fcondition-travis 135ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/run-series 108ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/semver-regex 100ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/run-auto 836ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/lodash.map 1073ms (cache miss)
npm http cache https://registry.npmmirror.com/jest-cli 12ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/@babel%2feslint-parser 68ms (cache miss)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-syntax-class-properties 9ms (cache hit)
npm http cache https://registry.npmmirror.com/mocha 13ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/@nicolo-ribaudo%2feslint-scope-5-internals 63ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/wide-align 97ms (cache miss)
npm http cache https://registry.npmmirror.com/mocha 17ms (cache hit)
npm http cache https://registry.npmmirror.com/pre-commit 11ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/standard 195ms (cache miss)
npm http cache https://registry.npmmirror.com/find-root 23ms (cache hit)
npm http cache https://registry.npmmirror.com/eslint-plugin-react 25ms (cache hit)
npm http cache https://registry.npmmirror.com/xtend 29ms (cache hit)
npm http cache https://registry.npmmirror.com/eslint 33ms (cache hit)
npm http cache https://registry.npmmirror.com/uniq 43ms (cache hit)
npm http cache https://registry.npmmirror.com/run-parallel 46ms (cache hit)
npm http cache https://registry.npmmirror.com/eslint-config-standard 47ms (cache hit)
npm http cache https://registry.npmmirror.com/spawn-sync 49ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/dezalgo 95ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/standard-format 103ms (cache miss)
npm http cache https://registry.npmmirror.com/buffer-equal 10ms (cache hit)
npm http cache https://registry.npmmirror.com/deep-equal 11ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/runforcover 92ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/difflet 93ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/slide 202ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@arethetypeswrong%2fcli 135ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@ljharb%2feslint-config 109ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@ljharb%2ftsconfig 91ms (cache miss)
npm http cache https://registry.npmmirror.com/@types%2fsemver 9ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/@types%2ftape 99ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/auto-changelog 104ms (cache miss)
npm http cache https://registry.npmmirror.com/eslint 12ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/evalmd 97ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/in-publish 92ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/npmignore 98ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/safe-publish-latest 194ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/tape 151ms (cache miss)
npm http cache https://registry.npmmirror.com/import-cwd 164ms (cache hit)
npm http cache https://registry.npmmirror.com/estraverse 158ms (cache hit)
npm http cache https://registry.npmmirror.com/os-tmpdir 154ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/marked-terminal 187ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@ljharb%2fthrough 188ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/cli-table3 193ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/es-lookup-scope 179ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/mock-property 196ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/parse-github-url 193ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/underscore.string 188ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@arethetypeswrong%2fcore 222ms (cache miss)
npm http cache https://registry.npmmirror.com/defined 38ms (cache hit)
npm http cache https://registry.npmmirror.com/call-bind 41ms (cache hit)
npm http cache https://registry.npmmirror.com/for-each 39ms (cache hit)
npm http cache https://registry.npmmirror.com/inherits 35ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/@ljharb%2fthrough 67ms (cache miss)
npm http cache https://registry.npmmirror.com/is-regex 33ms (cache hit)
npm http cache https://registry.npmmirror.com/object-keys 27ms (cache hit)
npm http cache https://registry.npmmirror.com/object.assign 27ms (cache hit)
npm http cache https://registry.npmmirror.com/string.prototype.trim 27ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/@ljharb%2fresumer 111ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/array.prototype.every 109ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/dotignore 108ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/object-is 79ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/has-dynamic-import 107ms (cache miss)
npm http fetch GET 200 https://codeload.github.com/markdown-it/markdown-it/tar.gz/255d62d39122694872ddce840e2141379ac3deca 1005ms (cache miss)
npm http cache https://registry.npmmirror.com/eslint 26ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/eslint-plugin-mocha 113ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/intelli-espower-loader 113ms (cache miss)
npm http cache https://registry.npmmirror.com/mocha 34ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/power-assert 75ms (cache miss)
npm http cache https://registry.npmmirror.com/path-is-inside 57ms (cache hit)
npm http cache https://registry.npmmirror.com/define-properties 44ms (cache hit)
npm http cache https://registry.npmmirror.com/node-environment-flags 50ms (cache hit)
npm http cache https://registry.npmmirror.com/inquirer 68ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/universal-deep-strict-equal 105ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/empower 107ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/power-assert-formatter 111ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/ramda 137ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/espower-loader 178ms (cache miss)
npm http cache https://registry.npmmirror.com/@babel%2fnode 29ms (cache hit)
npm http cache https://registry.npmmirror.com/@pika%2fpack 22ms (cache hit)
npm http cache https://registry.npmmirror.com/np 24ms (cache hit)
npm http cache https://registry.npmmirror.com/pika-plugin-build-web-babel 23ms (cache hit)
npm http cache https://registry.npmmirror.com/pika-plugin-ts-types 38ms (cache hit)
npm http cache https://registry.npmmirror.com/typescript 84ms (cache hit)
npm http cache https://registry.npmmirror.com/@pika%2fcli 101ms (cache hit)
npm http cache https://registry.npmmirror.com/import-from 103ms (cache hit)
npm http cache https://registry.npmmirror.com/file-uri-to-path 108ms (cache hit)
npm http cache https://registry.npmmirror.com/@pika%2ftypes 114ms (cache hit)
npm http cache https://registry.npmmirror.com/v8flags 119ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fregister 128ms (cache hit)
npm http cache https://registry.npmmirror.com/core-js 139ms (cache hit)
npm http cache https://registry.npmmirror.com/validate-npm-package-license 142ms (cache hit)
npm http cache https://registry.npmmirror.com/regenerator-runtime 155ms (cache hit)
npm http cache https://registry.npmmirror.com/invariant 156ms (cache hit)
npm http cache https://registry.npmmirror.com/strip-bom 161ms (cache hit)
npm http cache https://registry.npmmirror.com/jest-matcher-utils 163ms (cache hit)
npm http cache https://registry.npmmirror.com/is-windows 158ms (cache hit)
npm http cache https://registry.npmmirror.com/listr 135ms (cache hit)
npm http cache https://registry.npmmirror.com/npm-which 138ms (cache hit)
npm http cache https://registry.npmmirror.com/pify 137ms (cache hit)
npm http cache https://registry.npmmirror.com/any-observable 107ms (cache hit)
npm http cache https://registry.npmmirror.com/jest-validate 158ms (cache hit)
npm http cache https://registry.npmmirror.com/staged-git-files 151ms (cache hit)
npm http cache https://registry.npmmirror.com/async-exit-hook 130ms (cache hit)
npm http cache https://registry.npmmirror.com/@samverschueren%2fstream-to-observable 151ms (cache hit)
npm http cache https://registry.npmmirror.com/escape-goat 132ms (cache hit)
npm http cache https://registry.npmmirror.com/has-yarn 126ms (cache hit)
npm http cache https://registry.npmmirror.com/github-url-from-git 134ms (cache hit)
npm http cache https://registry.npmmirror.com/hosted-git-info 121ms (cache hit)
npm http cache https://registry.npmmirror.com/ignore-walk 133ms (cache hit)
npm http cache https://registry.npmmirror.com/is-installed-globally 123ms (cache hit)
npm http cache https://registry.npmmirror.com/is-scoped 120ms (cache hit)
npm http cache https://registry.npmmirror.com/is-interactive 128ms (cache hit)
npm http cache https://registry.npmmirror.com/issue-regex 124ms (cache hit)
npm http cache https://registry.npmmirror.com/listr-input 118ms (cache hit)
npm http cache https://registry.npmmirror.com/new-github-release-url 113ms (cache hit)
npm http cache https://registry.npmmirror.com/npm-name 122ms (cache hit)
npm http cache https://registry.npmmirror.com/ow 118ms (cache hit)
npm http cache https://registry.npmmirror.com/onetime 129ms (cache hit)
npm http cache https://registry.npmmirror.com/p-memoize 122ms (cache hit)
npm http cache https://registry.npmmirror.com/p-timeout 123ms (cache hit)
npm http cache https://registry.npmmirror.com/split 114ms (cache hit)
npm http cache https://registry.npmmirror.com/symbol-observable 104ms (cache hit)
npm http cache https://registry.npmmirror.com/@rollup%2fplugin-json 75ms (cache hit)
npm http cache https://registry.npmmirror.com/terminal-link 84ms (cache hit)
npm http cache https://registry.npmmirror.com/@rollup%2fplugin-commonjs 80ms (cache hit)
npm http cache https://registry.npmmirror.com/rollup-plugin-babel 76ms (cache hit)
npm http cache https://registry.npmmirror.com/rollup-plugin-postcss 87ms (cache hit)
npm http cache https://registry.npmmirror.com/rollup 115ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/babel-minify 118ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/babel-plugin-add-module-exports 81ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/babel-plugin-syntax-async-generators 113ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/babel-plugin-transform-es2015-modules-commonjs 110ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/babel-preset-es2015 122ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/babel-preset-es2017 116ms (cache miss)
npm http cache https://registry.npmmirror.com/babel-register 19ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/babelify 111ms (cache miss)
npm http cache https://registry.npmmirror.com/benchmark 14ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/browserify 129ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/cheerio 76ms (cache miss)
npm http cache https://registry.npmmirror.com/es6-promise 16ms (cache hit)
npm http cache https://registry.npmmirror.com/eslint 24ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/eslint-plugin-prefer-arrow 103ms (cache miss)
npm http cache https://registry.npmmirror.com/jsdoc 18ms (cache hit)
npm http cache https://registry.npmmirror.com/karma 27ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/karma-browserify 124ms (cache miss)
